OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
2888,272872513,8/14/2023,21:50:00,8/14/2023,22:20:00,81,8/14/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1001671,193407,40.697519,-73.937171,"(40.697519, -73.937171)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,272872515,8/14/2023,22:30:00,8/14/2023,22:35:00,90,8/15/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1002552,199992,40.71558961,-73.93397927,"(40.71558960942505, -73.93397927066562)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,272851047,8/14/2023,11:20:00,8/14/2023,11:21:00,83,8/14/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1003861,195956,40.704511,-73.929269,"(40.704511, -73.929269)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,272870202,8/14/2023,18:05:00,8/14/2023,19:05:00,77,8/14/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1004230,184351,40.672657,-73.927971,"(40.672657, -73.927971)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,272872112,8/14/2023,15:30:00,8/14/2023,16:00:00,81,8/14/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1005268,190813,40.690389,-73.924209,"(40.690389, -73.924209)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,272870185,8/14/2023,19:40:00,8/14/2023,21:30:00,67,8/14/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1004297,174456,40.645497,-73.92776,"(40.645497, -73.92776)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,272874823,8/14/2023,13:05:00,8/14/2023,13:10:00,73,8/14/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007782,185486,40.675763,-73.915161,"(40.675763, -73.915161)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,273033138,8/14/2023,8:35:00,8/14/2023,9:00:00,83,8/17/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1008369,188622,40.68436769,-73.91303636,"(40.684367686072825, -73.91303636089765)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,272872506,8/14/2023,21:54:00,8/14/2023,21:58:00,75,8/14/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),1015659,177367,40.653454,-73.886801,"(40.653454, -73.886801)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,272865866,8/14/2023,13:20:00,8/14/2023,13:30:00,75,8/14/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1019699,188375,40.6836516,-73.87218618,"(40.68365160339583, -73.87218617994516)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,272891221,8/15/2023,7:24:00,8/15/2023,7:30:00,60,8/15/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),986059,149438,40.576849,-73.993486,"(40.576849, -73.993486)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,272884568,8/15/2023,3:40:00,,(null),84,8/15/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,(null),N.Y. POLICE DEPT,(null),(null),988048,191253,40.691623,-73.986302,"(40.691623, -73.986302)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,272927062,8/15/2023,17:45:00,8/15/2023,18:00:00,84,8/15/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),988837,191028,40.691005,-73.983456,"(40.691005, -73.983456)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,274746485,8/15/2023,23:30:00,8/28/2023,23:35:00,90,9/21/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),998002,196692,40.70654839,-73.95040063,"(40.7065483947783, -73.9504006335643)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,272924231,8/15/2023,15:47:00,8/15/2023,15:50:00,67,8/15/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),998868,173664,40.643334,-73.947323,"(40.643334, -73.947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,272924252,8/15/2023,16:00:00,8/15/2023,16:10:00,79,8/15/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1000692,192982,40.69635247,-73.94070596,"(40.69635246905623, -73.94070595556543)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,273340229,8/15/2023,23:49:00,8/15/2023,23:59:00,61,8/21/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),SHEEPSHEAD BAY,1001022,156448,40.596076,-73.939603,"(40.596076, -73.939603)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,272885962,8/15/2023,4:20:00,8/15/2023,4:25:00,77,8/15/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1003358,182945,40.66879784,-73.93112015,"(40.66879784311929, -73.9311201452519)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,273107740,8/15/2023,20:00:00,8/15/2023,21:00:00,73,8/18/2023,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1008245,183796,40.67113,-73.91350206,"(40.6711300016904, -73.9135020552048)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,272935066,8/15/2023,18:50:00,8/15/2023,19:05:00,75,8/15/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1013755,180924,40.66322211,-73.89365028,"(40.663222106635494, -73.89365027592062)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,272935264,8/15/2023,22:55:00,8/15/2023,23:02:00,75,8/15/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1019873,187659,40.68168565,-73.8715626,"(40.681685649972536, -73.87156259700366)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,273010428,8/16/2023,20:55:00,8/16/2023,21:27:00,84,8/16/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),986624,192118,40.693998,-73.991438,"(40.693998, -73.991438)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,272964265,8/16/2023,6:20:00,8/16/2023,6:25:00,60,8/16/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),986860,149122,40.575984,-73.990604,"(40.575984, -73.990604)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,272994455,8/16/2023,16:00:00,8/16/2023,16:10:00,78,8/16/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,(null),(null),991224,188218,40.683291,-73.974852,"(40.683291, -73.974852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,272990139,8/16/2023,14:20:00,8/16/2023,14:28:00,60,8/16/2023,105,ROBBERY,361,"ROBBERY,BANK",ATTEMPTED,FELONY,BROOKLYN,INSIDE,BANK,N.Y. POLICE DEPT,(null),(null),989220,149464,40.576921,-73.982107,"(40.576921, -73.982107)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,272937189,8/16/2023,0:50:00,8/16/2023,1:00:00,79,8/16/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),997241,193691,40.698304,-73.953147,"(40.698304, -73.953147)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,272978598,8/16/2023,11:10:00,8/16/2023,11:19:00,79,8/16/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),999920,190132,40.688534,-73.943494,"(40.688534, -73.943494)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,273009317,8/16/2023,16:10:00,8/16/2023,16:13:00,75,8/16/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1021490,185435,40.675575,-73.865744,"(40.675575, -73.865744)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,273033126,8/17/2023,9:40:00,8/17/2023,9:43:00,68,8/17/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),975255,166538,40.623781,-74.032401,"(40.623781, -74.032401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,273062832,8/17/2023,17:15:00,8/17/2023,17:22:00,84,8/17/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),987040,190252,40.688876,-73.989937,"(40.688876, -73.989937)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,273052501,8/17/2023,14:29:00,8/17/2023,14:35:00,84,8/17/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),987764,194335,40.700081,-73.987324,"(40.700081, -73.987324)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,273065673,8/17/2023,18:35:00,8/17/2023,18:45:00,88,8/17/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),990846,192563,40.695217,-73.976211,"(40.695217, -73.976211)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,273041076,8/17/2023,11:00:00,8/17/2023,11:05:00,94,8/17/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,(null),(null),996238,202265,40.721842,-73.956749,"(40.721842, -73.956749)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,273041574,8/17/2023,13:30:00,8/17/2023,13:43:00,79,8/17/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),997913,189283,40.6862043,-73.95073524,"(40.68620429561009, -73.95073523800245)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,273041573,8/17/2023,12:40:00,8/17/2023,12:44:00,79,8/17/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),997913,189283,40.6862043,-73.95073524,"(40.68620429561009, -73.95073523800245)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,273071218,8/17/2023,23:45:00,8/17/2023,23:50:00,63,8/17/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,DRY CLEANER/LAUNDRY,N.Y. POLICE DEPT,(null),(null),999135,167652,40.62683,-73.946375,"(40.62683, -73.946375)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,273072885,8/17/2023,23:17:00,8/17/2023,23:25:00,77,8/18/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,TAXI (LIVERY LICENSED),N.Y. POLICE DEPT,(null),(null),1000670,184278,40.672463,-73.940806,"(40.672463, -73.940806)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,273010410,8/17/2023,0:14:00,8/17/2023,0:16:00,71,8/17/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1003298,182133,40.666571,-73.931336,"(40.666571, -73.931336)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,273062819,8/17/2023,18:20:00,8/17/2023,18:54:00,67,8/17/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),1005488,173000,40.641497,-73.92347,"(40.641497, -73.92347)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,273070706,8/17/2023,1:00:00,8/17/2023,4:00:00,83,8/17/2023,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007052,193757,40.69847382,-73.91776898,"(40.6984738177025, -73.917768981221)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,273070936,8/17/2023,20:40:00,8/17/2023,21:00:00,75,8/17/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1015159,183234,40.669559,-73.888577,"(40.669559, -73.888577)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,273116551,8/18/2023,20:40:00,8/18/2023,20:45:00,68,8/18/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),981610,164540,40.618303,-74.009509,"(40.618303, -74.009509)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,273120156,8/18/2023,22:50:00,8/18/2023,22:55:00,84,8/18/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),986535,194324,40.70005093,-73.99175925,"(40.7000509252348, -73.99175925084198)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,273102272,8/18/2023,13:10:00,8/18/2023,13:30:00,84,8/18/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),988332,191448,40.69215633,-73.98528019,"(40.69215632699871, -73.98528019464318)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,273080204,8/18/2023,2:20:00,8/18/2023,2:22:00,78,8/18/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),991829,187448,40.681178,-73.972673,"(40.681178, -73.972673)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,273081258,8/18/2023,3:05:00,8/18/2023,3:08:00,61,8/18/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),997089,157975,40.600274,-73.953765,"(40.600274, -73.953765)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,273113078,8/18/2023,16:48:00,8/18/2023,16:50:00,63,8/18/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),999697,168693,40.629687,-73.944348,"(40.629687, -73.944348)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,273125731,8/18/2023,23:51:00,8/19/2023,0:20:00,67,8/19/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1002297,175828,40.649267,-73.934961,"(40.649267, -73.934961)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,273113089,8/18/2023,15:00:00,8/18/2023,18:00:00,73,8/18/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1011849,178751,40.657267,-73.900527,"(40.657267, -73.900527)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,273080819,8/18/2023,4:00:00,8/18/2023,4:10:00,75,8/18/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1015346,187534,40.681362,-73.887883,"(40.681362, -73.887883)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,273071530,8/18/2023,1:20:00,8/18/2023,1:40:00,75,8/18/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1015085,178381,40.656238,-73.888867,"(40.656238, -73.888867)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,273088744,8/18/2023,6:45:00,8/18/2023,7:00:00,75,8/18/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1015446,180849,40.663013,-73.887555,"(40.663013, -73.887555)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,273132265,8/19/2023,5:45:00,8/19/2023,6:00:00,62,8/19/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),983612,160618,40.607537,-74.002297,"(40.607537, -74.002297)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,273120141,8/19/2023,0:30:00,8/19/2023,0:45:00,68,8/19/2023,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),983603,166427,40.623483,-74.002329,"(40.623483, -74.002329)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,273144419,8/19/2023,11:00:00,8/19/2023,11:30:00,62,8/19/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,(null),(null),984225,159952,40.605708,-74.000088,"(40.605708, -74.000088)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,273129844,8/19/2023,5:25:00,8/19/2023,5:30:00,66,8/19/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,TAXI (LIVERY LICENSED),N.Y. POLICE DEPT,(null),(null),986735,174052,40.644411,-73.991044,"(40.644411, -73.991044)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,273155964,8/19/2023,4:15:00,8/19/2023,4:30:00,60,8/19/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,(null),(null),988013,151816,40.583375,-73.986449,"(40.583375, -73.986449)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,273125741,8/19/2023,0:15:00,8/19/2023,0:23:00,94,8/19/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),994564,201621,40.720075,-73.962789,"(40.720075, -73.962789)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,273151375,8/19/2023,16:40:00,8/19/2023,16:45:00,61,8/19/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),995446,157318,40.598472,-73.959682,"(40.598472, -73.959682)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,273213026,8/19/2023,22:00:00,8/20/2023,11:00:00,61,8/21/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),995122,155693,40.59401906,-73.96085432,"(40.5940190586592, -73.9608543158447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,273176514,8/19/2023,0:55:00,8/19/2023,1:05:00,94,8/20/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),998018,202679,40.722975,-73.950327,"(40.722975, -73.950327)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,273155663,8/19/2023,17:50:00,8/19/2023,18:00:00,61,8/19/2023,105,ROBBERY,360,"ROBBERY,ATM LOCATION",COMPLETED,FELONY,BROOKLYN,FRONT OF,BANK,N.Y. POLICE DEPT,(null),(null),997887,157671,40.599438,-73.95089,"(40.599438, -73.95089)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,273142213,8/19/2023,12:15:00,8/19/2023,12:25:00,79,8/19/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),998237,187027,40.680013,-73.949571,"(40.680013, -73.949571)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,273147879,8/19/2023,16:35:00,8/19/2023,16:55:00,70,8/19/2023,105,ROBBERY,367,"ROBBERY, CHAIN STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),999359,169275,40.631284,-73.945564,"(40.631284, -73.945564)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,273151391,8/19/2023,17:20:00,8/19/2023,17:24:00,77,8/19/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),998807,184084,40.671934,-73.947522,"(40.671934, -73.947522)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,273155971,8/19/2023,1:00:00,8/19/2023,1:07:00,77,8/19/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1001483,183731,40.670959,-73.937875,"(40.670959, -73.937875)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,273150077,8/19/2023,13:20:00,8/19/2023,13:30:00,73,8/19/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,DRY CLEANER/LAUNDRY,N.Y. POLICE DEPT,(null),(null),1006527,180807,40.662923,-73.919703,"(40.662923, -73.919703)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
